Page,Date,Focal_tree,Site,Focal_sp,Plot,Tree,Transect_d,Transect_m,Family,Genus,Species,Individuals,Height_cm,Width_cm
1,21/01/2022,DOGAMYGD3,DOG,AMYG,D,3,S,5,,,,,,
1,21/01/2022,DOGAMYGD3,DOG,AMYG,D,3,S,6,Dennstaedtiaceae,Pteridium,esculentum,1,30,25
1,21/01/2022,DOGAMYGD3,DOG,AMYG,D,3,S,7,,,,,,
1,21/01/2022,DOGAMYGD3,DOG,AMYG,D,3,S,8,,,,,,
1,21/01/2022,DOGAMYGD3,DOG,AMYG,D,3,S,9,Dennstaedtiaceae,Pteridium,esculentum,1,50,25
1,21/01/2022,DOGAMYGD3,DOG,AMYG,D,3,S,10,,,,,,
1,21/01/2022,DOGAMYGD3,DOG,AMYG,D,3,W,1,,,,,,
1,21/01/2022,DOGAMYGD3,DOG,AMYG,D,3,W,2,,,,,,
1,21/01/2022,DOGAMYGD3,DOG,AMYG,D,3,W,3,,,,,,
1,21/01/2022,DOGAMYGD3,DOG,AMYG,D,3,W,4,,,,,,
1,21/01/2022,DOGAMYGD3,DOG,AMYG,D,3,W,5,,,,,,
1,21/01/2022,DOGAMYGD3,DOG,AMYG,D,3,W,6,,,,,,
1,21/01/2022,DOGAMYGD3,DOG,AMYG,D,3,W,7,,,,,,
1,21/01/2022,DOGAMYGD3,DOG,AMYG,D,3,W,8,,,,,,
1,21/01/2022,DOGAMYGD3,DOG,AMYG,D,3,W,9,,,,,,
1,21/01/2022,DOGAMYGD3,DOG,AMYG,D,3,W,10,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,N,1,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,N,2,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,N,3,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,N,4,Thymelaeaceae,Pimelea,linifolia,1,10,1.5
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,N,5,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,N,6,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,N,7,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,N,8,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,N,9,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,N,10,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,E,1,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,E,2,Dennstaedtiaceae,Pteridium,esculentum,1,40,20
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,E,3,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,E,4,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,E,5,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,E,6,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,E,7,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,E,8,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,E,9,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,E,10,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,S,1,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,S,2,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,S,3,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,S,4,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,S,5,Dennstaedtiaceae,Pteridium,esculentum,1,80,45
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,S,6,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,S,7,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,S,8,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,S,9,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,S,10,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,W,1,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,W,2,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,W,3,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,W,4,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,W,5,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,W,6,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,W,7,Dennstaedtiaceae,Pteridium,esculentum,1,20,10
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,W,7,Proteaceae,Lomatia,tinctoria,1,8,5
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,W,8,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,W,9,,,,,,
2,21/01/2022,DOGOBQF2,DOG,OBQ,F,2,W,10,,,,,,
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,N,1,,,,,,
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,N,2,Dennstaedtiaceae,Pteridium,esculentum,1,90,40
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,N,3,Dennstaedtiaceae,Pteridium,esculentum,1,80,30
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,N,4,Dennstaedtiaceae,Pteridium,esculentum,1,90,40
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,N,5,,,,,,
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,N,6,Dennstaedtiaceae,Pteridium,esculentum,1,40,25
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,N,7,,,,,,
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,N,8,,,,,,
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,N,9,,,,,,
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,N,10,,,,,,
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,E,1,Laxmaniaceae,Lomandra,longifolia,2,40,2
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,E,2,,,,,,
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,E,3,Dennstaedtiaceae,Pteridium,esculentum,1,130,90
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,E,4,,,,,,
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,E,5,,,,,,
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,E,6,Dennstaedtiaceae,Pteridium,esculentum,1,70,30
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,E,7,,,,,,
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,E,8,Dennstaedtiaceae,Pteridium,esculentum,1,70,30
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,E,9,,,,,,
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,E,10,Dennstaedtiaceae,Pteridium,esculentum,1,90,50
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,S,1,,,,,,
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,S,2,,,,,,
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,S,3,,,,,,
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,S,4,Dennstaedtiaceae,Pteridium,esculentum,1,25,25
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,S,5,,,,,,
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,S,6,Dennstaedtiaceae,Pteridium,esculentum,1,130,90
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,S,7,,,,,,
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,S,8,,,,,,
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,S,9,,,,,,
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,S,10,,,,,,
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,W,1,,,,,,
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,W,2,Dennstaedtiaceae,Pteridium,esculentum,1,100,80
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,W,3,,,,,,
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,W,4,,,,,,
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,W,5,,,,,,
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,W,6,Fabaceae - Mimosoideae,Acacia,dealbata,2,2,10
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,W,7,,,,,,
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,W,8,,,,,,
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,W,9,,,,,,
2,21/01/2022,DOGAMYGD6,DOG,AMYG,D,6,W,10,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,N,1,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,N,2,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,N,3,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,N,4,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,N,5,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,N,6,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,N,7,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,N,8,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,N,9,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,N,10,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,E,1,Dennstaedtiaceae,Pteridium,esculentum,1,180,90
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,E,2,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,E,3,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,E,4,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,E,5,Dennstaedtiaceae,Pteridium,esculentum,1,180,90
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,E,6,Dennstaedtiaceae,Pteridium,esculentum,1,180,90
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,E,7,Dennstaedtiaceae,Pteridium,esculentum,1,180,90
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,E,8,Dennstaedtiaceae,Pteridium,esculentum,1,130,60
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,E,9,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,E,10,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,S,1,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,S,2,Dryopteridaceae,Polystichum,proliferum,1,100,100
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,S,3,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,S,4,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,S,5,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,S,6,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,S,7,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,S,8,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,S,9,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,S,10,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,W,1,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,W,2,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,W,3,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,W,4,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,W,5,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,W,6,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,W,7,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,W,8,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,W,9,,,,,,
2,21/01/2022,DOGAMYGD2,DOG,AMYG,D,2,W,10,Dennstaedtiaceae,Pteridium,esculentum,1,20,10
2,21/01/2022,DOGVIME1,DOG,VIM,E,1,N,1,Dennstaedtiaceae,Pteridium,esculentum,1,70,20
2,21/01/2022,DOGVIME1,DOG,VIM,E,1,N,2,,,,,,
2,21/01/2022,DOGVIME1,DOG,VIM,E,1,N,3,,,,,,
2,21/01/2022,DOGVIME1,DOG,VIM,E,1,N,4,,,,,,
2,21/01/2022,DOGVIME1,DOG,VIM,E,1,N,5,Dennstaedtiaceae,Pteridium,esculentum,1,40,30
2,21/01/2022,DOGVIME1,DOG,VIM,E,1,N,6,,,,,,
2,21/01/2022,DOGVIME1,DOG,VIM,E,1,N,7,,,,,,
2,21/01/2022,DOGVIME1,DOG,VIM,E,1,N,8,Dennstaedtiaceae,Pteridium,esculentum,1,50,40
2,21/01/2022,DOGVIME1,DOG,VIM,E,1,N,9,,,,,,
2,21/01/2022,DOGVIME1,DOG,VIM,E,1,N,10,,,,,,
2,21/01/2022,DOGVIME1,DOG,VIM,E,1,E,1,,,,,,
2,21/01/2022,DOGVIME1,DOG,VIM,E,1,E,2,Dennstaedtiaceae,Pteridium,esculentum,1,23,10
2,21/01/2022,DOGVIME1,DOG,VIM,E,1,E,3,Dennstaedtiaceae,Pteridium,esculentum,1,23,10
2,21/01/2022,DOGVIME1,DOG,VIM,E,1,E,4,Dennstaedtiaceae,Pteridium,esculentum,1,120,90
2,21/01/2022,DOGVIME1,DOG,VIM,E,1,E,5,Dennstaedtiaceae,Pteridium,esculentum,1,90,60
2,21/01/2022,DOGVIME1,DOG,VIM,E,1,E,6,,,,,,
2,21/01/2022,DOGVIME1,DOG,VIM,E,1,E,7,Dennstaedtiaceae,Pteridium,esculentum,1,40,40
2,21/01/2022,DOGVIME1,DOG,VIM,E,1,E,8,,,,,,
2,21/01/2022,DOGVIME1,DOG,VIM,E,1,E,9,Dennstaedtiaceae,Pteridium,esculentum,1,90,60
3,21/01/2022,DOGVIME1,DOG,VIM,E,1,E,10,Dennstaedtiaceae,Pteridium,esculentum,1,20,20
3,21/01/2022,DOGVIME1,DOG,VIM,E,1,S,1,Dennstaedtiaceae,Pteridium,esculentum,1,70,60
3,21/01/2022,DOGVIME1,DOG,VIM,E,1,S,2,,,,,,
3,21/01/2022,DOGVIME1,DOG,VIM,E,1,S,3,Dennstaedtiaceae,Pteridium,esculentum,1,90,60
3,21/01/2022,DOGVIME1,DOG,VIM,E,1,S,4,Dennstaedtiaceae,Pteridium,esculentum,1,90,60
3,21/01/2022,DOGVIME1,DOG,VIM,E,1,S,5,,,,,,
3,21/01/2022,DOGVIME1,DOG,VIM,E,1,S,6,,,,,,
3,21/01/2022,DOGVIME1,DOG,VIM,E,1,S,7,,,,,,
3,21/01/2022,DOGVIME1,DOG,VIM,E,1,S,8,,,,,,
3,21/01/2022,DOGVIME1,DOG,VIM,E,1,S,9,Dennstaedtiaceae,Pteridium,esculentum,1,20,10
3,21/01/2022,DOGVIME1,DOG,VIM,E,1,S,10,,,,,,
3,21/01/2022,DOGVIME1,DOG,VIM,E,1,W,1,,,,,,
3,21/01/2022,DOGVIME1,DOG,VIM,E,1,W,2,Dennstaedtiaceae,Pteridium,esculentum,1,60,30
3,21/01/2022,DOGVIME1,DOG,VIM,E,1,W,3,,,,,,
3,21/01/2022,DOGVIME1,DOG,VIM,E,1,W,4,,,,,,
3,21/01/2022,DOGVIME1,DOG,VIM,E,1,W,5,,,,,,
3,21/01/2022,DOGVIME1,DOG,VIM,E,1,W,6,,,,,,
3,21/01/2022,DOGVIME1,DOG,VIM,E,1,W,7,,,,,,
3,21/01/2022,DOGVIME1,DOG,VIM,E,1,W,8,,,,,,
3,21/01/2022,DOGVIME1,DOG,VIM,E,1,W,9,,,,,,
3,21/01/2022,DOGVIME1,DOG,VIM,E,1,W,10,,,,,,
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,N,1,Dennstaedtiaceae,Pteridium,esculentum,1,70,30
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,N,2,,,,,,
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,N,3,,,,,,
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,N,4,,,,,,
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,N,5,,,,,,
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,N,6,,,,,,
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,N,7,,,,,,
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,N,8,,,,,,
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,N,9,,,,,,
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,N,10,,,,,,
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,E,1,Dennstaedtiaceae,Pteridium,esculentum,1,110,90
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,E,2,Dennstaedtiaceae,Pteridium,esculentum,1,50,30
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,E,3,,,,,,
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,E,4,,,,,,
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,E,5,Cyperaceae,Carex,appressa,1,135,35
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,E,6,,,,,,
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,E,7,,,,,,
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,E,8,Dennstaedtiaceae,Pteridium,esculentum,1,70,70
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,E,9,Dennstaedtiaceae,Pteridium,esculentum,1,50,40
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,E,10,Laxmaniaceae,Lomandara,longifolia,5,80,2
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,S,1,,,,,,
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,S,2,Dennstaedtiaceae,Pteridium,esculentum,1,70,30
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,S,3,,,,,,
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,S,4,,,,,,
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,S,5,,,,,,
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,S,6,,,,,,
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,S,7,,,,,,
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,S,8,,,,,,
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,S,9,,,,,,
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,S,10,,,,,,
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,W,1,Dennstaedtiaceae,Pteridium,esculentum,1,60,40
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,W,2,Dennstaedtiaceae,Pteridium,esculentum,1,90,70
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,W,3,Dennstaedtiaceae,Pteridium,esculentum,1,70,40
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,W,4,Dennstaedtiaceae,Pteridium,esculentum,1,30,15
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,W,5,,,,,,
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,W,6,,,,,,
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,W,7,,,,,,
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,W,8,Proteaceae,Persoonia,juniperina,1,70,60
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,W,9,,,,,,
3,21/01/2022,DOGOBQF1,DOG,OBQ,F,1,W,10,Dennstaedtiaceae,Pteridium,esculentum,1,40,20
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,N,1,,,,,,
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,N,2,,,,,,
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,N,3,Dennstaedtiaceae,Pteridium,esculentum,1,70,30
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,N,4,,,,,,
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,N,5,Dennstaedtiaceae,Pteridium,esculentum,1,50,25
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,N,6,,,,,,
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,N,7,Dennstaedtiaceae,Pteridium,esculentum,1,80,60
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,N,8,,,,,,
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,N,9,,,,,,
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,N,10,Dennstaedtiaceae,Pteridium,esculentum,1,100,90
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,E,1,,,,,,
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,E,2,,,,,,
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,E,3,Dennstaedtiaceae,Pteridium,esculentum,1,90,90
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,E,3,Proteaceae,Persoonia,juniperina,1,20,3
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,E,4,Proteaceae,Persoonia,juniperina,1,20,3
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,E,4,Dennstaedtiaceae,Pteridium,esculentum,1,50,30
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,E,5,Dennstaedtiaceae,Pteridium,esculentum,1,100,90
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,E,6,Dennstaedtiaceae,Pteridium,esculentum,1,30,40
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,E,7,Dennstaedtiaceae,Pteridium,esculentum,1,90,70
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,E,7,Laxmaniaceae,Lomandara,longifolia,1,50,3
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,E,8,,,,,,
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,E,9,,,,,,
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,E,10,,,,,,
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,S,1,Dennstaedtiaceae,Pteridium,esculentum,2,60,50
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,S,2,,,,,,
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,S,3,,,,,,
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,S,4,Dennstaedtiaceae,Pteridium,esculentum,1,80,60
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,S,5,,,,,,
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,S,6,,,,,,
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,S,7,,,,,,
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,S,8,,,,,,
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,S,9,Dennstaedtiaceae,Pteridium,esculentum,1,60,40
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,S,10,Dennstaedtiaceae,Pteridium,esculentum,1,40,30
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,W,1,,,,,,
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,W,2,Dennstaedtiaceae,Pteridium,esculentum,1,20,30
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,W,3,,,,,,
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,W,4,,,,,,
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,W,5,,,,,,
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,W,6,,,,,,
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,W,7,,,,,,
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,W,8,,,,,,
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,W,9,,,,,,
3,21/01/2022,DOGVIME2,DOG,VIM,E,2,W,10,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,N,1,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,N,2,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,N,3,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,N,4,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,N,5,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,N,6,Dennstaedtiaceae,Pteridium,esculentum,1,60,55
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,N,7,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,N,8,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,N,9,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,N,10,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,E,1,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,E,2,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,E,3,Dennstaedtiaceae,Pteridium,esculentum,1,70,60
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,E,4,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,E,5,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,E,6,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,E,7,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,E,8,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,E,9,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,E,10,Dennstaedtiaceae,Pteridium,esculentum,1,30,20
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,S,1,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,S,2,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,S,3,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,S,4,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,S,5,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,S,6,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,S,7,Dennstaedtiaceae,Pteridium,esculentum,1,60,50
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,S,8,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,S,9,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,S,10,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,W,1,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,W,2,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,W,3,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,W,4,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,W,5,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,W,6,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,W,7,,,,,,
4,21/01/2022,DOGAMYGD1,DOG,AMYG,D,1,W,8,,,,,,
